id,interval,previous_send_intervals_same_node,average_previous_send_intervals_same_node,previous_sender,malicious
11,14018,60164,60052,3,0
14,127,60446,60053,11,1
13,144,59351,60052,14,1
12,422,60258,60052,13,1
5,8097,26601,60017,12,0
3,1606,24414,59979,5,0
10,6681,60070,59979,3,0
4,8057,57506,59976,10,0
2,1310,55320,59972,4,0
9,7496,58977,59970,2,0
7,1116,56790,59967,9,0
8,14959,89883,59999,7,0
6,1600,87696,60028,8,0
11,8268,59883,60028,6,0
13,709,60321,60028,11,1
14,74,60539,60029,13,1
12,128,60101,60029,14,1
8,2448,13227,59980,12,0
7,5821,34007,59952,8,0
5,7297,67570,59960,7,0
3,7169,73133,59974,5,0
9,6856,56445,59970,3,0
6,12020,50790,59961,9,0
4,7081,84352,59986,6,0
2,6872,89914,60017,4,0
10,383,99664,60059,2,0
12,3124,59071,60058,10,1
11,244,60226,60058,12,0
14,315,59758,60057,11,1
13,82,59914,60057,14,1
4,3300,14320,60010,13,0
8,1131,61695,60012,4,0
3,6069,47477,59999,8,0
7,908,62851,60002,3,0
2,5077,20633,59961,7,0
6,33421,68007,59969,2,0
10,1712,55383,59965,6,0
5,5401,101165,60007,10,0
9,1399,88539,60036,5,0
11,881,59696,60036,9,0
14,220,59601,60036,11,1
13,114,59633,60035,14,1
12,390,60664,60036,13,1
4,8191,64914,60041,12,0
8,9007,72790,60054,4,0
5,2680,22882,60016,8,0
3,9544,78945,60035,5,0
10,6899,44726,60020,3,0
7,1885,86821,60047,10,0
2,11232,92976,60080,7,0
9,7715,58758,60079,2,0
6,1581,68851,60088,9,0
11,332,59790,60087,6,0
12,317,59383,60087,11,1
13,203,59976,60087,12,1
14,480,60570,60087,13,1
6,7489,8821,60035,14,0
4,8269,67633,60043,6,0
10,7693,47196,60030,4,0
2,367,34446,60004,10,0
8,7321,74007,60019,2,0
3,3256,65039,60024,8,0
9,7294,44602,60008,3,0
7,7865,71414,60020,9,0
5,8485,98227,60058,7,0
11,967,60006,60058,5,0
14,159,59165,60057,11,1
13,801,60446,60057,14,1
12,77,60726,60058,13,1
6,12860,65414,60063,12,0
7,784,24133,60027,6,0
8,303,42851,60010,7,0
9,1269,33570,59984,8,0
10,482,52290,59977,9,0
2,26616,78539,59995,10,0
3,1296,69258,60004,2,0
4,82,87977,60032,3,0
5,999,46695,60019,4,0
11,14124,59852,60018,5,0
12,380,59195,60018,11,1
14,809,60882,60018,12,1
13,590,60671,60019,14,1
10,6610,51506,60011,13,0
7,916,54476,60005,10,0
3,591,25101,59971,7,0
8,57,54821,59966,3,0
4,369,25445,59932,8,0
9,29243,83164,59955,4,0
5,102,53791,59949,9,0
6,510,86132,59975,5,0
2,80,56758,59971,6,0
14,20159,59227,59971,2,1
12,255,60291,59971,14,1
11,149,60820,59972,12,0
13,584,59625,59971,11,1
5,1269,23006,59936,13,0
8,6694,59414,59935,5,0
4,2494,61539,59937,8,0
6,12793,44477,59922,4,0
2,2204,46601,59909,6,0
9,5590,52883,59902,2,0
7,14802,97945,59939,9,0
3,2717,100071,59977,7,0
10,4774,106352,60022,3,0
11,5493,59414,60021,10,0
13,772,59602,60021,11,1
14,105,60695,60022,13,1
12,66,60506,60022,14,1
3,454,11664,59976,12,0
10,9430,16320,59934,3,0
7,4228,28039,59904,10,0
4,4330,67758,59911,7,0
8,13881,84133,59934,4,0
5,5025,95852,59968,8,0
2,3904,75571,59983,5,0
9,10245,80226,60002,2,0
6,3925,91945,60033,9,0
11,3768,60133,60033,6,0
12,162,59352,60032,11,1
14,373,59791,60032,12,1
13,674,60570,60033,14,1
10,399,50914,60024,13,0
5,8370,31820,59997,10,0
8,1631,38476,59977,5,0
3,9038,79383,59995,8,0
9,356,28696,59966,3,0
4,7874,69625,59975,9,0
7,2303,76258,59990,4,0
2,8046,57164,59988,7,0
6,11045,54039,59982,2,0
13,10102,59164,59981,6,1
11,104,60477,59982,13,0
12,5,60320,59982,11,1
6,47,10258,59936,12,0
14,12,60006,59936,6,1
7,2741,32102,59910,14,0
8,2272,53945,59904,7,0
9,3239,47790,59893,8,0
10,2448,69633,59902,9,0
2,38867,70882,59912,10,0
3,3265,92726,59943,2,0
4,2051,86547,59967,3,0
5,2968,108414,60012,4,0
14,2001,59852,60012,5,1
12,3,59914,60012,14,1
11,26,59945,60012,12,0
13,834,60883,60013,11,1
5,2269,5133,59962,13,0
6,7106,70102,59971,5,0
7,7721,75070,59985,6,0
8,7241,80039,60004,7,0
9,8206,85006,60027,8,0
2,6536,50227,60018,9,0
10,883,89977,60045,2,0
3,7350,55195,60041,10,0
4,7020,60164,60041,3,0
12,4441,59633,60040,4,1
14,184,59820,60040,12,1
11,248,60039,60040,14,0
13,22,59227,60039,11,1
10,180,19445,60002,13,0
3,12196,24291,59970,10,0
7,157,54664,59965,3,0
9,2635,41852,59949,7,0
2,11379,46695,59937,9,0
6,671,77070,59952,2,0
8,2150,64258,59956,6,0
5,13150,99476,59992,8,0
4,14470,61883,59994,5,0
11,2248,59258,59993,4,0
12,287,59977,59993,11,1
14,621,60414,59993,12,1
2,194,33791,59970,14,0
13,357,60695,59970,2,1
9,16293,61820,59972,13,0
8,482,48102,59961,9,0
5,7994,42946,59946,8,0
4,750,29226,59918,5,0
3,1668,75506,59932,4,0
10,15837,103539,59971,3,0
7,7197,98383,60006,10,0
6,966,84664,60028,7,0
11,7456,60102,60028,6,0
12,630,60445,60028,11,1
14,309,60133,60028,12,1
13,208,59790,60028,14,1
2,2859,63006,60031,13,0
9,58,46414,60019,2,0
8,5138,51070,60011,9,0
6,7725,24383,59979,8,0
5,6238,57039,59977,6,0
10,6974,45758,59964,5,0
3,757,62352,59966,10,0
7,12409,51727,59959,3,0
4,13266,89695,59985,7,0
11,3499,60070,59985,4,0
14,345,59476,59985,11,1
13,739,60007,59985,14,1
12,15,60539,59985,13,1
6,5484,49726,59976,12,0
4,2709,12791,59935,6,0
9,5835,71133,59945,4,0
5,9226,61258,59946,9,0
3,2793,56320,59942,5,0
8,4650,82664,59962,3,0
2,11992,99852,59997,8,0
7,5642,66195,60003,2,0
10,8241,87602,60027,7,0
14,2620,59946,60027,10,1
11,373,60664,60027,14,0
12,193,59758,60027,11,1
13,78,59851,60027,12,1
7,3785,15290,59988,13,0
10,1521,8570,59943,7,0
8,7938,42383,59928,10,0
6,8600,76196,59942,8,0
4,8519,82006,59961,6,0
2,8310,55820,59958,4,0
5,1846,77101,59973,2,0
3,8606,82914,59992,5,0
9,6544,101477,60028,3,0
11,3443,59383,60028,9,0
14,283,60039,60028,11,1
12,128,59601,60027,14,1
13,298,59821,60027,12,1
7,2471,58507,60026,13,0
6,4842,45290,60013,7,0
5,5455,32070,59989,6,0
4,4626,46852,59978,5,0
3,5543,33633,59955,4,0
2,4329,48414,59945,3,0
10,20383,102164,59982,2,0
9,5144,56945,59979,10,0
8,4357,103727,60016,9,0
11,1867,59726,60016,8,0
14,815,60258,60016,11,1
9,0,7039,59971,14,0
12,441,60571,59972,9,1
13,141,60414,59972,12,1
10,3118,15883,59935,13,0
4,8682,54820,59930,10,0
5,4219,63665,59933,4,0
6,3387,72507,59944,5,0
7,4002,81351,59962,6,0
2,12577,69133,59970,7,0
3,4515,77977,59985,2,0
8,14431,58195,59984,3,0
11,3868,60196,59984,8,0
12,224,59164,59983,11,1
14,496,60101,59983,12,1
13,614,60133,59983,14,1
4,3081,51414,59976,13,0
9,3462,67258,59982,4,0
3,1269,27445,59955,9,0
8,2276,15290,59917,3,0
6,12536,63351,59920,8,0
5,4644,71382,59930,6,0
10,2943,87226,59953,5,0
2,13117,67476,59959,10,0
7,3268,83321,59979,2,0
11,12360,60290,59979,7,0
14,500,60070,59979,11,1
13,20,59476,59979,14,1
12,297,60883,59979,13,1
10,6134,35696,59959,12,0
6,2038,45321,59947,10,0
2,2329,26946,59919,6,0
9,11371,75102,59932,2,0
5,2350,56727,59929,9,0
8,12600,86507,59951,5,0
4,2619,96133,59981,8,0
7,13296,65914,59986,4,0
3,2841,107539,60026,7,0
11,3111,59506,60025,3,0
12,537,59226,60025,11,1
14,122,59665,60024,12,1
13,301,59946,60024,14,1
3,5687,9758,59983,13,0
5,6081,47195,59972,3,0
7,5953,24633,59943,5,0
8,4803,45351,59931,7,0
10,6751,82790,59950,8,0
2,2616,81039,59967,10,0
4,6378,58477,59966,2,0
6,6168,95914,59996,4,0
9,11856,94070,60023,6,0
11,3099,60352,60024,9,0
13,647,60039,60024,11,1
14,42,60382,60024,13,1
12,191,60695,60025,14,1
4,7942,29945,60000,12,0
10,1067,40006,59984,4,0
6,9788,34632,59963,10,0
5,8990,76291,59976,6,0
7,10638,80976,59993,5,0
3,10591,103601,60029,7,0
9,669,53664,60024,3,0
2,7192,85258,60044,9,0
8,696,95321,60073,2,0
11,1867,60320,60073,8,0
14,96,59727,60073,11,1
12,255,59791,60072,14,1
13,233,60257,60073,12,1
2,5954,9101,60031,13,0
9,1090,17383,59997,2,0
5,225,39506,59981,9,0
8,194,9914,59940,5,0
4,494,60039,59940,8,0
7,28889,58445,59939,4,0
3,717,48571,59930,7,0
6,187,78977,59945,3,0
10,87,88852,59968,6,0
11,21493,59914,59968,10,0
14,377,60195,59969,11,1
12,66,60006,59969,14,1
13,329,60102,59969,12,1
5,1519,54352,59964,13,0
6,4574,28445,59939,5,0
2,7829,68070,59946,6,0
7,29361,66539,59951,2,0
8,4711,100633,59983,7,0
3,3631,74164,59994,8,0
9,2043,106726,60032,3,0
4,2445,108258,60070,9,0
10,2442,80820,60086,4,0
11,306,59633,60086,10,0
14,35,59291,60085,11,1
12,627,59852,60085,14,1
13,547,60070,60085,12,1
8,4900,16976,60051,13,0
2,617,51665,60044,8,0
7,6454,28758,60020,2,0
5,9798,80320,60036,7,0
9,9025,37196,60018,5,0
3,644,39883,60002,9,0
6,15124,100539,60034,3,0
10,9337,57414,60032,6,0
4,245,60101,60032,10,0
11,2624,59977,60032,4,0
12,505,59820,60032,11,1
14,59,60506,60032,12,1
13,332,59664,60032,14,1
2,5235,59382,60031,13,0
9,12185,46290,60020,2,0
7,9489,74602,60032,9,0
8,8772,90445,60056,7,0
5,1338,74914,60067,8,0
6,8637,58758,60066,5,0
3,1344,75226,60078,6,0
4,8551,59071,60077,3,0
10,2817,62133,60079,4,0
11,1181,60445,60079,10,0
14,471,60352,60079,11,1
12,3,60414,60079,14,1
13,360,60383,60080,12,1
5,2269,25633,60053,13,0
9,4274,49506,60045,5,0
2,7036,68727,60052,9,0
6,4296,32602,60030,2,0
10,4587,24477,60003,6,0
3,7850,43695,59990,10,0
7,3784,67570,59996,3,0
4,11736,50664,59989,7,0
8,4005,74539,60000,4,0
11,8868,59539,60000,8,0
14,252,59320,59999,11,1
13,770,59727,59999,14,1
12,46,60133,59999,13,1
2,1001,47195,59989,12,0
6,2671,45570,59978,2,0
5,8800,69976,59986,6,0
9,2650,68352,59992,5,0
3,10208,54791,59988,9,0
7,2157,53164,59983,3,0
10,11147,75945,59995,7,0
4,9808,62383,59997,10,0
8,2380,60758,59998,4,0
14,8276,59914,59998,8,1
12,379,59477,59997,14,1
11,213,60758,59998,12,0
13,459,60195,59998,11,1
4,19,11726,59961,13,0
5,3750,51446,59955,4,0
7,2452,38883,59939,5,0
10,6303,34039,59919,7,0
3,16663,64006,59923,10,0
6,5500,91164,59946,3,0
8,2588,46602,59936,6,0
9,4018,86320,59956,8,0
2,15850,116291,59998,9,0
11,2000,59602,59998,2,0
12,130,59945,59998,11,1
13,17,59290,59998,12,1
14,292,60633,59998,13,1
10,3200,50258,59991,14,0
8,2063,27570,59966,10,0
5,6463,67539,59972,8,0
2,5341,19506,59942,5,0
9,17558,52914,59937,2,0
7,2241,90227,59959,9,0
6,3122,64883,59963,7,0
4,2644,102195,59994,6,0
3,3825,76852,60007,4,0
11,12674,59570,60007,3,0
12,599,60039,60007,11,1
14,246,59976,60007,12,1
13,239,60507,60007,14,1
10,9087,66102,60012,13,0
9,956,35633,59993,10,0
8,169,65164,59997,9,0
7,1134,34695,59979,8,0
6,653,32226,59958,7,0
5,1270,61758,59959,6,0
4,439,31291,59938,5,0
3,1354,28820,59915,4,0
2,142,58352,59914,3,0
11,43876,60164,59914,2,0
14,127,59446,59914,11,1
12,566,60258,59914,14,1
13,578,60351,59914,12,1
3,16125,61414,59915,13,0
5,4394,67601,59921,3,0
7,4266,73790,59931,5,0
2,2388,72320,59940,7,0
9,2496,79977,59955,2,0
4,2194,78506,59969,9,0
6,4481,84696,59987,4,0
8,4400,90883,60009,6,0
10,5062,97070,60037,8,0
11,12806,59883,60037,10,0
13,709,59321,60036,11,1
14,74,60539,60036,13,1
12,128,60101,60036,14,1
5,1566,40570,60022,12,0
4,4126,33352,60003,5,0
3,5043,54133,59998,4,0
10,212,24664,59973,3,0
2,3617,46914,59963,10,0
9,1027,45445,59953,2,0
8,3857,38227,59937,9,0
7,32821,87007,59957,8,0
6,4342,79790,59971,7,0
11,2704,60226,59971,6,0
14,315,59758,59971,11,1
13,82,59914,59971,14,1
12,359,60071,59971,13,1
8,2072,42695,59958,12,0
5,5588,66165,59963,8,0
2,4466,57633,59961,5,0
10,7133,68383,59967,2,0
7,4790,31851,59947,10,0
4,4892,83320,59964,7,0
9,12118,85539,59982,4,0
6,4488,49007,59974,9,0
3,5594,100477,60004,6,0
11,7799,59696,60003,3,0
14,220,59601,60003,11,1
12,504,59664,60003,14,1
8,198,57790,60001,12,0
13,412,60633,60002,8,1
7,3596,39821,59987,13,0
6,3528,21851,59960,7,0
5,32144,91882,59983,6,0
4,3313,73914,59993,5,0
3,4231,55945,59990,4,0
2,3016,97976,60017,3,0
10,2883,93726,60041,2,0
9,3832,75758,60052,10,0
11,2913,60790,60053,9,0
14,0,60570,60053,11,1
12,317,60383,60053,14,1
13,203,59976,60053,12,1
9,6169,9602,60017,13,0
7,5865,68414,60023,9,0
5,6485,39227,60009,7,0
4,719,36633,59992,5,0
2,6060,35446,59975,4,0
10,7633,40196,59961,2,0
8,5688,99007,59988,10,0
6,6350,97821,60015,8,0
3,7906,66039,60019,6,0
13,6571,59446,60019,3,1
11,40,60006,60019,13,0
12,37,59726,60019,11,1
14,122,60165,60019,12,1
10,6576,33290,60000,14,0
3,912,14258,59968,10,0
4,9082,56977,59966,3,0
8,2255,39851,59952,4,0
9,10269,82570,59967,8,0
2,98,63539,59970,9,0
6,2546,46414,59960,2,0
7,9784,89133,59981,6,0
5,13047,95695,60006,7,0
11,5124,59852,60006,5,0
14,189,59882,60006,11,1
12,191,60195,60006,14,1
13,267,60539,60006,12,1
9,918,32164,59987,13,0
3,331,54101,59983,9,0
4,5426,50445,59976,3,0
7,13983,39476,59962,4,0
8,5648,67821,59967,7,0
2,304,57758,59966,8,0
10,8132,88506,59985,2,0
5,6278,46791,59976,10,0
6,5510,75132,59987,5,0
12,12494,59291,59986,6,1
11,149,59820,59986,12,0
13,584,59757,59986,11,1
14,12,60227,59986,13,1
5,9257,28006,59964,14,0
4,4188,66539,59969,5,0
10,880,39352,59954,4,0
3,4226,77071,59966,10,0
9,481,77883,59979,3,0
2,3410,55601,59976,9,0
8,509,56414,59973,2,0
7,4883,66945,59978,8,0
6,4404,45477,59968,7,0
11,26580,59414,59968,6,0
13,772,59602,59967,11,1
14,105,59695,59967,13,1
12,66,60506,59968,14,1
2,11252,48571,59960,12,0
4,3190,60758,59960,2,0
5,3906,68852,59966,4,0
7,2764,53039,59962,5,0
9,3385,65226,59965,7,0
3,18957,84664,59982,9,0
6,5968,76945,59994,3,0
8,2901,89133,60013,6,0
10,3561,101320,60042,8,0
11,3306,60133,60042,10,0
14,535,59791,60041,11,1
12,627,60352,60042,14,1
13,47,60570,60042,12,1
2,5017,54164,60038,13,0
5,5752,52820,60033,2,0
8,4631,23476,60008,5,0
4,13244,74601,60018,8,0
7,5327,73258,60027,4,0
10,5428,43914,60016,7,0
3,8039,64383,60019,10,0
6,4624,63039,60021,3,0
9,5732,93696,60044,6,0
11,1474,60477,60044,9,0
12,5,59320,60044,11,1
14,59,60006,60044,12,1
13,832,60164,60044,14,1
4,20051,51571,60038,13,0
2,4684,79882,60052,4,0
7,2174,53102,60047,2,0
5,5110,81414,60061,7,0
10,1849,54633,60058,5,0
3,3132,49726,60051,10,0
8,1181,82945,60066,3,0
6,4975,51258,60060,8,0
9,7264,52790,60055,6,0
14,8600,59852,60055,9,1
12,3,59914,60055,14,1
11,26,59945,60055,12,0
13,834,59883,60055,11,1
9,4543,14006,60024,13,0
7,6553,44070,60013,9,0
10,5866,42977,60002,7,0
8,6375,45039,59992,10,0
6,7038,47102,59984,8,0
4,6957,77164,59995,6,0
2,6747,79227,60008,4,0
5,6190,78133,60020,2,0
3,7043,80195,60033,5,0
14,1645,59820,60033,3,1
11,248,60039,60033,14,0
12,568,60633,60033,11,1
13,454,60227,60034,12,1
3,2376,5291,59997,13,0
4,9612,34883,59981,3,0
7,2545,63664,59983,4,0
5,7985,32476,59965,7,0
8,1850,61258,59966,5,0
6,7850,62070,59967,8,0
9,2950,90852,59988,6,0
10,10012,88445,60006,9,0
2,6367,67695,60011,10,0
14,7597,60414,60012,2,1
11,92,60258,60012,14,0
12,287,59977,60012,11,1
13,172,59695,60012,12,1
4,2519,50226,60005,13,0
5,8250,47946,59997,4,0
6,7418,45664,59988,5,0
7,8034,71383,59995,6,0
8,7554,69102,60001,7,0
9,8518,66820,60006,8,0
2,4350,54791,60002,9,0
10,3381,64539,60005,2,0
3,5163,112506,60040,10,0
12,4086,59445,60039,3,1
14,309,60133,60039,12,1
11,61,60102,60039,14,0
13,148,59791,60039,11,1
8,26054,52070,60034,13,0
7,5103,64727,60037,8,0
6,4622,77383,60048,7,0
5,5238,90039,60068,6,0
10,3974,54758,60064,5,0
4,432,102695,60092,10,0
9,4493,67414,60097,4,0
3,832,55352,60094,9,0
2,4110,68006,60099,3,0
11,4064,59070,60098,2,0
14,345,59476,60098,11,1
13,739,60006,60098,14,1
12,15,60539,60098,13,1
3,12047,21320,60073,12,0
6,6437,42726,60062,3,0
7,3847,51195,60056,6,0
9,3697,36133,60041,7,0
10,3544,44602,60031,9,0
2,10117,44852,60021,10,0
4,3504,57791,60019,2,0
5,4061,66258,60023,4,0
8,6443,87664,60041,5,0
14,5495,59946,60041,8,1
11,373,60664,60042,14,0
12,193,59758,60041,11,1
13,78,59851,60041,12,1
6,7844,49196,60034,13,0
7,2941,48290,60027,6,0
8,2459,19383,60001,7,0
9,3425,50477,59995,8,0
2,8004,44820,59985,9,0
3,3452,75914,59995,2,0
4,2238,47006,59987,3,0
5,3156,46101,59978,4,0
10,17787,81570,59992,5,0
11,7806,59383,59992,10,0
14,283,60039,59992,11,1
12,128,59601,59991,14,1
13,298,59821,59991,12,1
9,6793,49945,59985,13,0
6,3520,62290,59986,9,0
7,158,59507,59986,6,0
4,3923,43852,59976,7,0
2,3872,53414,59972,4,0
10,16383,43164,59961,2,0
8,3501,84727,59977,10,0
5,4618,69070,59982,8,0
3,4169,78633,59994,5,0
14,12895,60258,59994,3,1
11,185,60726,59995,14,0
12,256,60571,59995,11,1
13,141,60414,59995,12,1
10,7118,32883,59978,13,0
6,288,57507,59977,10,0
2,579,50133,59971,6,0
9,22433,84039,59986,2,0
5,601,48665,59979,9,0
7,13389,94351,60000,5,0
3,1092,58977,60000,7,0
8,7431,75195,60009,3,0
4,869,99820,60034,8,0
11,5006,59203,60033,4,0
14,713,60101,60033,11,1
12,504,60164,60034,14,1
13,110,60133,60034,12,1
2,8328,60476,60034,13,0
4,1753,16414,60007,2,0
6,1543,64351,60009,4,0
3,14188,40445,59997,6,0
9,731,56258,59995,3,0
8,14545,48290,59988,9,0
10,2123,96226,60010,8,0
5,12057,84382,60025,10,0
7,1328,72321,60033,5,0
11,2360,60283,60033,7,0
14,500,60070,60033,11,1
13,20,59476,60033,14,1
12,297,59883,60033,13,1
3,2578,36539,60018,12,0
5,6644,13727,59989,3,0
2,3279,63946,59992,5,0
4,6940,69133,59998,2,0
8,17381,55507,59995,4,0
10,7312,60696,59995,8,0
7,3603,50914,59990,10,0
9,7135,88102,60007,7,0
6,3300,106321,60035,9,0
14,1176,59665,60035,6,1
13,301,59946,60035,14,1
11,40,60506,60035,13,0
12,537,60226,60036,11,1
6,6860,8914,60004,12,0
8,87,30351,59986,6,0
10,751,23790,59964,8,0
3,13412,78758,59975,10,0
7,34,33633,59959,3,0
5,47,72195,59967,7,0
9,525,27070,59947,5,0
2,12598,82039,59960,9,0
4,378,75477,59970,2,0
11,24123,59352,59969,4,0
8,453,52321,59965,11,0
13,194,60039,59965,8,1
14,42,60382,59965,13,1
12,191,59695,59965,14,1
6,2797,55632,59962,12,0
4,3145,30945,59944,6,0
5,12845,57291,59943,4,0
3,3229,60601,59943,5,0
10,6994,81007,59956,3,0
2,7867,62258,59957,10,0
9,7808,82664,59971,2,0
7,2740,85976,59987,9,0
11,12015,60320,59987,7,0
14,96,59727,59987,11,1
12,255,59791,59987,14,1
13,233,60257,59987,12,1
9,3044,18383,59962,13,0
6,7706,67977,59967,9,0
2,4204,38101,59953,6,0
7,3892,31445,59936,2,0
5,16423,76506,59946,7,0
10,3568,69851,59952,5,0
3,12726,89571,59970,10,0
8,2900,114914,60003,3,0
4,4494,113039,60035,8,0
11,373,59914,60035,4,0
14,377,60195,60035,11,1
12,66,60006,60035,14,1
13,329,60102,60035,12,1
2,1,45149,60026,13,0
6,92,49445,60020,2,0
7,6190,47539,60012,6,0
5,16236,47352,60005,7,0
10,6036,49820,59999,5,0
3,10070,47164,59991,10,0
8,5369,49633,59985,3,0
4,119,45258,59976,8,0
9,6555,107726,60004,4,0
11,8193,59633,60004,9,0
12,662,59852,60004,11,1
14,373,60291,60004,12,1
13,174,60070,60004,14,1
2,4517,64586,60007,13,0
4,627,21101,59984,2,0
6,418,65539,59987,4,0
8,338,21976,59965,6,0
10,999,38414,59952,8,0
3,28539,56883,59950,10,0
5,331,73320,59958,3,0
7,202,89758,59976,5,0
9,823,46196,59968,7,0
11,21974,59977,59968,9,0
12,505,59820,59967,11,1
14,59,59506,59967,12,1
13,332,59664,59967,14,1
4,5551,60071,59967,13,0
8,4130,63445,59969,4,0
9,10739,43290,59959,8,0
3,7580,52226,59955,9,0
7,3909,55602,59952,3,0
5,12110,67914,59957,7,0
2,5216,104382,59983,5,0
6,4421,107758,60011,2,0
10,4712,111133,60041,6,0
11,1181,60445,60041,10,0
14,471,60352,60041,11,1
12,3,60414,60042,14,1
13,360,60383,60042,12,1
4,832,55664,60039,13,0
8,4005,55539,60037,4,0
3,3475,40695,60025,8,0
7,3784,40570,60014,3,0
2,2483,25727,59994,7,0
6,4296,25602,59974,2,0
10,4587,25477,59954,6,0
5,2807,42633,59944,10,0
9,4274,70506,59950,5,0
11,29162,60539,59950,9,0
13,22,59727,59950,11,1
12,46,60133,59950,13,1
14,184,60320,59950,12,1
7,2303,50164,59945,14,0
3,1843,55791,59942,7,0
9,11792,45352,59934,3,0
5,1350,50976,59929,9,0
10,7162,60945,59929,5,0
6,1038,66570,59933,10,0
8,13150,93758,59953,6,0
4,1620,99383,59975,8,0
2,14559,100195,59999,4,0
12,4476,59477,59998,2,1
11,213,59758,59998,12,0
14,408,59914,59998,11,1
13,51,60195,59998,14,1
6,5687,40164,59987,13,0
8,588,27602,59968,6,0
10,1249,43039,59958,8,0
2,24619,37291,59945,10,0
4,876,52726,59941,2,0
3,16168,105006,59967,4,0
5,582,92446,59986,3,0
7,452,107883,60013,5,0
9,1072,95320,60034,7,0
11,7850,59602,60033,9,0
12,130,59945,60033,11,1
14,309,59633,60033,12,1
13,709,60291,60033,14,1
6,3279,57883,60032,13,0
8,3275,60570,60032,6,0
5,11463,28539,60014,8,0
7,3140,31227,59998,5,0
2,7201,56506,59996,7,0
4,3565,59195,59995,2,0
10,6568,91258,60013,4,0
3,8257,57852,60012,10,0
9,6168,61914,60013,3,0
12,6105,60039,60013,9,1
14,246,59976,60013,12,1
11,155,60570,60013,14,0
13,84,59506,60013,11,1
5,1269,42758,60003,13,0
9,774,8633,59974,5,0
4,34665,64291,59977,9,0
8,504,90164,59994,4,0
3,7850,57820,59992,8,0
7,284,83695,60006,3,0
2,6858,83352,60019,7,0
6,795,109226,60047,2,0
10,1088,75102,60055,6,0
11,4993,59164,60055,10,0
12,693,60258,60055,11,1
14,434,60446,60055,12,1
13,144,60351,60055,14,1
10,15806,22070,60034,13,0
7,3979,34790,60020,10,0
4,4078,47506,60013,7,0
3,3262,42414,60003,4,0
9,19544,104977,60028,3,0
8,2075,71883,60035,9,0
6,1600,57696,60034,8,0
5,3175,112601,60063,6,0
2,3654,65320,60066,5,0
14,2222,59539,60066,2,1
12,128,60101,60066,14,1
11,89,60883,60066,12,0
13,709,60321,60066,11,1
3,9937,43133,60057,13,0
5,4831,21570,60035,3,0
6,4045,28790,60018,5,0
8,4837,35227,60004,6,0
10,5499,73664,60012,8,0
2,7617,39914,60000,10,0
4,5128,78352,60011,2,0
7,9577,92007,60028,4,0
9,5322,70445,60034,7,0
11,1724,59226,60034,9,0
14,315,59758,60034,11,1
12,441,60071,60034,14,1
9,59,2539,60002,12,0
13,582,59914,60002,9,1
4,22300,40320,59991,13,0
3,1200,73477,59998,4,0
6,1406,66007,60002,3,0
8,2525,63695,60004,6,0
2,24054,74633,60012,8,0
5,2534,99165,60033,2,0
7,2389,64851,60036,5,0
10,2210,89383,60052,7,0
12,405,59664,60052,10,1
11,276,60696,60052,12,0
14,220,60601,60053,11,1
13,114,59633,60053,14,1
9,8543,68758,60057,13,0
2,2285,18976,60035,9,0
5,4440,20882,60013,2,0
7,10328,28821,59996,5,0
10,4115,30726,59980,7,0
3,3101,68945,59985,10,0
6,3312,70851,59991,3,0
8,10464,78790,60001,6,0
4,6993,90914,60018,8,0
11,5875,59790,60018,4,0
14,0,59570,60018,11,1
5,39,44227,60009,14,0
12,278,60383,60009,5,1
13,203,59976,60009,12,1
10,10931,41196,59999,13,0
6,8038,42821,59989,10,0
2,8329,76446,59998,6,0
7,11736,73414,60006,2,0
4,204,45633,59998,7,0
3,8637,75039,60006,4,0
9,3294,102602,60029,3,0
8,7450,72007,60036,9,0
11,867,60006,60036,8,0
12,37,59726,60036,11,1
14,122,60165,60036,12,1
13,801,60446,60036,14,1
4,8769,29977,60020,13,0
3,5918,27258,60002,4,0
2,4704,52539,59998,3,0
7,1330,42133,59988,2,0
6,5216,67414,59992,7,0
5,5831,92695,60010,6,0
10,1007,82290,60022,5,0
9,5518,47570,60015,10,0
8,4763,44883,60007,9,0
11,15836,59852,60007,8,0
14,189,59882,60007,11,1
12,191,60195,60007,14,1
9,185,21164,59986,12,0
13,82,59539,59986,9,1
6,6530,40132,59975,13,0
8,5776,28789,59958,6,0
5,7714,47791,59952,8,0
4,12655,83445,59964,5,0
3,13574,91101,59981,4,0
10,493,73506,59988,3,0
7,6916,92476,60006,10,0
2,4952,98758,60027,7,0
11,563,59820,60027,2,0
13,584,59757,60026,11,1
14,12,60227,60027,13,1
12,255,60291,60027,14,1
2,11187,12601,60001,12,0
8,2509,61414,60002,2,0
3,2600,30071,59986,8,0
9,2481,78883,59996,3,0
6,14206,86477,60010,9,0
7,4596,43945,60002,6,0
4,14611,79539,60012,7,0
10,2880,68352,60017,4,0
5,1932,97006,60036,10,0
14,2438,59695,60036,5,1
12,66,59506,60036,14,1
11,57,60414,60036,12,0
13,772,60602,60036,11,1
9,16668,58226,60035,13,0
5,1851,21852,60015,9,0
8,4975,70133,60020,5,0
4,2119,33758,60006,8,0
7,5670,54039,60003,4,0
3,2342,77664,60013,7,0
10,3430,42320,60003,3,0
6,1538,65945,60006,10,0
2,1830,89571,60022,6,0
6,18209,20039,60001,2,0
14,264,59791,60001,6,1
11,465,60133,60001,14,0
